apply_coercion,avg_delta_pct_missing,avg_delta_pct_outliers,avg_readiness,bucket_width,check,config_hash,contracts_hard_fail,data_readiness_index,dataset_version_id,delta_threshold,detail,details,drift_high_count,dtype_after_enforce,encoded_target,feature_groups_csv,feature_groups_json,feature_groups_yaml,feature_space_json,feature_space_yaml,formats,full_row_dupes,git_hash,group_counts_json,has_config_hash,has_data_snapshot_id,has_full_dupes,imbalance_ratio,integrity_index,level,max_cardinality,max_null_pct,max_null_pct_col,max_outlier_pct,max_psi,max_score_observed,mode,n_actual,n_alerts,n_anomalies,n_anomalous_buckets,n_anomaly_rows,n_applied,n_artifacts_exist,n_artifacts_total,n_attempted,n_binary,n_binary_candidates,n_binary_features,n_binary_numeric,n_boolean,n_buckets,n_candidate_ids,n_categorical,n_categorical_features,n_cells_changed,n_checks_fail,n_checks_ok,n_checks_run,n_cols,n_cols_exported,n_columns,n_columns_attempted,n_columns_checked,n_columns_coerced_ok,n_columns_consolidated,n_columns_failed,n_columns_imputed,n_columns_profiled,n_columns_scanned,n_columns_summarized,n_columns_treated,n_columns_visualized,n_columns_with_anomalies,n_columns_with_constraints,n_columns_with_domains,n_columns_with_drift,n_columns_with_hygiene_issues,n_columns_with_invalid_tokens,n_columns_with_rare_categories,n_columns_with_unexpected_values,n_constant_cols,n_continuous,n_contracts,n_contracts_fail_hard,n_contracts_warn_soft,n_corr_pairs,n_critical,n_critical_alerts,n_critical_issue_types,n_critical_token_columns,n_datetime,n_distinct_issue_pairs,n_dominant,n_dominant_domains,n_drift_high,n_drift_medium,n_eda_ready,n_edges,n_excluded_from_model,n_expected,n_failed,n_feature_groups,n_features,n_features_checked,n_features_configured,n_features_error,n_features_monitored,n_features_scored,n_features_simulated,n_features_success,n_fk_with_unmatched,n_flags,n_foreign_keys,n_fragmented,n_fragmented_domains,n_groups,n_groups_configured,n_groups_evaluated,n_groups_valid_config,n_groups_with_violations,n_hard_rules,n_heavy_tail,n_high_bias_risk,n_high_card_cols,n_high_cardinality_columns,n_high_cv,n_high_drift_columns,n_high_missing_columns,n_high_outlier_cols,n_high_skew,n_id,n_id_columns,n_id_configured,n_id_in_df,n_ids,n_inconsistent_rows,n_intervals_checked,n_intervals_with_violations,n_invalid_raw,n_invalid_target_vals,n_issue_files,n_keys_with_duplicates,n_keys_with_nulls,n_low_entropy,n_low_readiness,n_mismatched,n_missing,n_multicollinear,n_near_constant,n_needs_transformation,n_neg,n_nodes,n_non_01_values,n_non_null,n_non_unique,n_null_raw,n_numeric,n_numeric_checked,n_numeric_cols,n_numeric_features,n_numeric_with_rules,n_ok,n_one_hot,n_ordinal,n_pairs,n_pairs_anomalous,n_pairs_checked,n_pairs_involving_model_features,n_pairs_total,n_panels_rendered,n_perf_critical,n_perf_warn,n_plots,n_plots_categorical,n_plots_numeric,n_pos,n_preview_cols,n_preview_rows,n_primary_keys,n_protected,n_protected_columns,n_quasi_identifier_columns,n_rare_values_total,n_ratio_rules,n_red,n_redundant_pairs,n_renamed_pairs,n_required,n_rows,n_rows_changed,n_rows_dropped,n_rows_exported,n_rows_raw,n_rows_scored,n_rules,n_rules_configured,n_rules_covered,n_rules_evaluated,n_rules_failing_reconciliation,n_rules_missing_columns,n_rules_no_valid_rows,n_rules_with_violations,n_schemes_exceeding_max_dim,n_sections,n_sections_2_5,n_sections_fail,n_significant,n_soft_rules,n_sources_configured,n_sources_nonempty,n_sources_with_file,n_status_fail,n_status_ok,n_status_warn,n_strong_associations,n_strong_pairs,n_strong_target_pairs,n_target,n_time_buckets,n_time_outliers,n_unassigned,n_unexpected,n_unexpected_values_total,n_valid_ok,n_values_consolidated,n_values_modified,n_warn,n_yellow,n_zero_inflated,overall_contract_status,overall_null_pct,pct_invalid_raw,pseudo_time_col,raw_target_col,raw_target_column,revalidation_status,run_status,schema_hash,section,section_name,source_catalog_csv,status,target_column,temporal_enabled,time_bucket,time_column,timestamp,top_missing_col,top_missing_pct,total_mem_mb,total_runtime_sec,window_size
,,,,,Lineage record for numeric integrity run,,,,,,numeric_audit_metadata.json,,,,,,,,,,,,,,,,,,,info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3.11,Numeric audit metadata,,OK,,,,,2025-12-12 05:35:40.201124+00:00,,,,,
,,,,,Optional scenario impact simulation,,,,,,forecast_sensitivity.csv,,,,,,,,,,,,,,,,,,,info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3.12,Forecast sensitivity preview,,INFO,,,,,2025-12-12 05:35:40.289322+00:00,,,,,
,,,,,Relate numeric issues to target & fairness risk,,,,,,numeric_bias_risk_report.csv,,,,,,,,,,,,,,,,,,,info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3.13,Numeric explainability & bias diagnostics,,OK,,,,,2025-12-12 05:35:40.399031+00:00,,,,,
,,,,,Store contextual metadata per numeric anomaly (SHAP-ready),,,,,,anomaly_explainability_index.parquet,,,,,,,,,,,,,,,,,,,info,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3.14,Anomaly explainability index,,OK,,,,,2025-12-12 05:35:40.508359+00:00,,,,,
,,,,,Compare numeric distributions vs baseline & emit monitoring artifacts,,,,,,data_drift_metrics.csv; dashboard_updates.json,,,,,,,,,,,,,,,,,,,info,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3.16,Data drift & monitoring hooks,,OK,,,,,2025-12-12 05:35:40.661024+00:00,,,,,
,,,,,Runtime & resource usage across Section 2 checks,,,,,,performance_profile.csv,,,,,,,,,,,,,,,,,,,info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3.15,Cost & performance profiling (Section 2),,OK,,,,,2025-12-12 05:35:40.941223+00:00,,,,0.0,
,,,,,Evaluate configured data contracts against numeric artifacts,,,,,,data_contract_violations.json,,,,,,,,,,,,,,,,,,,info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3.16,Data contracts & threshold enforcement,,OK,,,,,2025-12-12 05:35:41.099384+00:00,,,,,
,,,,,Evaluate configured data contracts against numeric artifacts,,,,,,data_contract_violations.json,,,,,,,,,,,,,,,,,,,info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3.18,Data contracts & threshold enforcement,,OK,,,,,2025-12-12 05:35:41.235804+00:00,,,,,
,,,,,Evaluate configured data contracts against numeric artifacts,,,,,,data_contract_violations.json,,,,,,,,,,,,,,,,,,,info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3.18,Data contracts & threshold enforcement,,OK,,,,,2025-12-12 05:35:41.365593+00:00,,,,,
,,,,,"Aggregate Section 2 statuses, drift, contracts, and performance into a single health view",,0.0,,,,run_health_summary.csv,,0.0,,,,,,,,,,,,,,,,,info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,OK,,,,,,,,,2.3.17,Run health summary dashboard,,FAIL,,,,,2025-12-12 05:35:41.492148+00:00,,,,0.0,
,,,,,"Index all numeric/governance artifacts with existence, size, and timestamps",,,,,,numeric_artifact_manifest.csv,,,,,,,,,,,,,,,,,,,info,,,,,,,,,,,,,,19.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3.18,Numeric artifact manifest,,OK,,,,,2025-12-12 05:35:41.578949+00:00,,,,,
,,,,,Scan categorical columns for suspect placeholder / garbage tokens,,,,,,invalid_tokens.csv,,,,,,,,,,,,,,,,,,,info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4.1,Invalid tokens scan,,OK,,,,,2025-12-12 05:35:41.736539+00:00,,,,,
,,,,,Compare observed values against configured valid domains,,,,,,unexpected_values.csv,,,,,,,,,,,,,,,,,,,info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,2.4.2,Unexpected categorical values,,OK,,,,,2025-12-12 05:35:41.844440+00:00,,,,,
,,,,,Detect near-duplicate categories caused by encoding/case/whitespace,,,,,,hygiene_report.csv,,,,,,,,,,,,,,,,,,,info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4.3,Encoding / case / whitespace hygiene,,OK,,,,,2025-12-12 05:35:41.957315+00:00,,,,,
,,,,,Summarize per-column domain shape and dominance,,,,,,domain_frequency_report.csv,,,,,,,,,,,,,,,,,,,info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4.4,Domain frequency audit,,OK,,,,,2025-12-12 05:35:42.069967+00:00,,,,,
,,,,,Identify high-cardinality / near-unique categorical features,,,,,,cardinality_audit.csv,,,,,,,,,,,,,,,,,,,info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4.5,Cardinality audit,,OK,,,,,2025-12-12 05:35:42.158699+00:00,,,,,
,,,,,Detect rare categorical levels and suggest grouping strategies,,,,,,rare_category_report.csv,,,,,,,,,,,,,,,,,,,info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4.6,Rare-category audit,,OK,,,,,2025-12-12 05:35:42.317999+00:00,,,,,
,,,,,Bundle all Part A outputs into a consolidated issues folder,,,,,,categorical_domain_issues_catalog/,,,,,,,,,,,,,,,,,,,info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4.7,Export categorical issues catalog,,OK,,,,,2025-12-12 05:35:42.391075+00:00,,,,,
,,,,,Quantify categorical information content and dominance,,,,,,category_entropy_summary.csv,,,,,,,,,,,,,,,,,,,info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4.8,Entropy & dominance analysis,,OK,,,,,2025-12-12 05:35:42.557557+00:00,,,,,
,,,,,Compute Cramér’s V / Theil’s U between categorical pairs,,,,,,category_association_matrix.csv; association_heatmap.png,,,,,,,,,,,,,,,,,,,info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,0.0,,,,,,,,,,,,,,,,,,,,,,2.4.9,Categorical association strengths,,WARN,,,,,2025-12-12 05:35:44.753774+00:00,,,,,
,,,,,Highlight highly redundant categorical feature pairs,,,,,,category_redundancy_map.csv,,,,,,,,,,,,,,,,,,,info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4.10,Cross-categorical redundancy map,,OK,,,,,2025-12-12 05:35:44.852725+00:00,,,,,
,,,,,Compare categorical distributions vs baseline snapshot,,,,,,category_drift_report.csv,,,,,,,,,,,,,,,,,,,info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4.11,Category drift vs baseline (optional),,INFO,,,,,2025-12-12 05:35:44.952860+00:00,,,,,
,,,,,Surface Section 2 numeric + categorical health into a single JSON for dashboards/alerts,,,,,,dashboard_alerts.json,,,,,,,,,,,,,,,,,,,info,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4.14,Dashboard & alert integration,,OK,,,,,2025-12-12 05:35:45.231804+00:00,,,,,
,,,,,Surface Section 2 numeric + categorical health into a single JSON for dashboards/alerts,,,,,,dashboard_alerts.json,,,,,,,,,,,,,,,,,,,info,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4.14,Dashboard & alert integration,,OK,,,,,2025-12-12 05:35:45.345544+00:00,,,,,
,,,,,Capture config/data/artifact lineage for categorical audits,,,,,,categorical_audit_metadata.json,,,,,,,,,,,,,,1.0,1.0,,,,info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4.15,Metadata lineage & version logging,,OK,,,,,2025-12-12 05:35:45.428327+00:00,,,,,
,,,,,Preview encoder dimensionality and risks using cardinality + readiness diagnostics,,,,,,encoding_preview.csv,,,,,,,,,,,,,,,,,,,info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4.16,Encoding simulation (optional preview),,INFO,,,,,2025-12-12 05:35:45.677571+00:00,,,,,
,,,,,Validate primary keys for uniqueness and non-nullness,,,,,,id_integrity_report.csv,,,,,,,,,,,,,,,,,,,info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5.1,ID & key uniqueness audit,,FAIL,,,,,2025-12-12 05:35:46.200802+00:00,,,,,
,,,,,Validate primary keys for uniqueness and non-nullness,,,,,,id_integrity_report.csv,,,,,,,,,,,,,,,,,,,info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5.1,ID & key uniqueness audit,,FAIL,,,,,2025-12-12 05:35:46.200802+00:00,,,,,
,,,,,Validate referential columns against reference tables,,,,,,foreign_key_violations.csv,,,,,,,,,,,,,,,,,,,info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5.2,Foreign key / reference link audit,,OK,,,,,2025-12-12 05:35:46.394629+00:00,,,,,
,,,,,Detect logically incompatible combinations across fields,,,,,,mutual_exclusion_report.csv,,,,,,,,,,,,,,,,,,,info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5.3,Mutual exclusion rules,,OK,,,,,2025-12-12 05:35:46.502586+00:00,,,,,
,,,,,Validate conditional business rules across fields,,,,,,dependency_violations.csv,,,,,,,,,,,,,,,,,,,info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5.4,Dependency rules (If–Then),,OK,,,,,2025-12-12 05:35:46.640971+00:00,,,,,
,,,,,"Validate numeric relationships (totals, rates, products)",,,,,,ratio_consistency_report.csv,,,,,,,,,,,,,,,,,,,info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5.5,Cross-field sanity checks / ratios,,WARN,,,,,2025-12-12 05:35:46.775289+00:00,,,,,
,,,,,Validate primary keys for uniqueness and non-nullness,,,,,,id_integrity_report.csv,,,,,,,,,,,,,,,,,,,info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5.1,ID & key uniqueness audit,,FAIL,,,,,2025-12-12 05:35:46.905368+00:00,,,,,
,,,,,Validate referential columns against reference tables,,,,,,foreign_key_violations.csv,,,,,,,,,,,,,,,,,,,info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5.2,Foreign key / reference link audit,,OK,,,,,2025-12-12 05:35:46.999409+00:00,,,,,
,,,,,Detect logically incompatible combinations across fields,,,,,,mutual_exclusion_report.csv,,,,,,,,,,,,,,,,,,,info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5.3,Mutual exclusion rules,,OK,,,,,2025-12-12 05:35:47.115245+00:00,,,,,
,,,,,"Validate numeric relationships (totals, rates, products)",,,,,,ratio_consistency_report.csv,,,,,,,,,,,,,,,,,,,info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5.5,Cross-field sanity checks / ratios,,WARN,,,,,2025-12-12 05:35:47.303222+00:00,,,,,
